Last Name,First Name,Category,Project,Year,Show,Award
CHAPPELLE,DAVE,CAST IN A MOTION PICTURE,A STAR IS BORN,2019,25,NO
CLAY,ANDREW DICE,CAST IN A MOTION PICTURE,A STAR IS BORN ,2019,25,NO
COOPER,BRADLEY,CAST IN A MOTION PICTURE,A STAR IS BORN ,2019,25,NO
DRIVER,ADAM,CAST IN A MOTION PICTURE,BLACKKKLANSMAN,2019,25,NO
DUKE,WINSTON,CAST IN A MOTION PICTURE,BLACK PANTHER,2019,25,YES
ELLIOTT,SAM,CAST IN A MOTION PICTURE,A STAR IS BORN,2019,25,NO
FREEMAN,MARTIN,CAST IN A MOTION PICTURE,BLACK PANTHER,2019,25,YES
GAGA,LADY,CAST IN A MOTION PICTURE,A STAR IS BORN ,2019,25,NO
GAVRON,RAFI,CAST IN A MOTION PICTURE,A STAR IS BORN ,2019,25,NO
GILLEN,AIDAN,CAST IN A MOTION PICTURE,BOHEMIAN RHAPSODY ,2019,25,NO
GOLDING,HENRY,CAST IN A MOTION PICTURE,CRAZY RICH ASIANS,2019,25,NO
GRACE,TOPHER,CAST IN A MOTION PICTURE,BLACKKKLANSMAN,2019,25,NO
GURIRA,DANAI,CAST IN A MOTION PICTURE,BLACK PANTHER,2019,25,YES
HARDY,BEN,CAST IN A MOTION PICTURE,BOHEMIAN RHAPSODY,2019,25,NO
HARRIER,LAURA,CAST IN A MOTION PICTURE,BLACKKKLANSMAN,2019,25,NO
HAWKINS,COREY,CAST IN A MOTION PICTURE,BLACKKKLANSMAN,2019,25,NO
HOLLANDER,TOM,CAST IN A MOTION PICTURE,BOHEMIAN RHAPSODY,2019,25,NO
JEONG,KEN,CAST IN A MOTION PICTURE,CRAZY RICH ASIANS,2019,25,NO
JORDAN,MICHAEL B.,CAST IN A MOTION PICTURE,BLACK PANTHER,2019,25,YES
KALUUYA,DANIEL,CAST IN A MOTION PICTURE,BLACK PANTHER,2019,25,YES
LEE,GWILYM,CAST IN A MOTION PICTURE,BOHEMIAN RHAPSODY,2019,25,NO
LEECH,ALLEN,CAST IN A MOTION PICTURE,BOHEMIAN RHAPSODY,2019,25,NO
LU,LISA,CAST IN A MOTION PICTURE,CRAZY RICH ASIANS,2019,25,NO
MALEK,RAMI,CAST IN A MOTION PICTURE,BOHEMIAN RHAPSODY,2019,25,NO
MAZZELLO,JOE,CAST IN A MOTION PICTURE,BOHEMIAN RHAPSODY,2019,25,NO
MYERS,MIKE,CAST IN A MOTION PICTURE,BOHEMIAN RHAPSODY,2019,25,NO
NYONG’O,LUPITA,CAST IN A MOTION PICTURE,BLACK PANTHER,2019,25,YES
RAMOS,ANTHONY,CAST IN A MOTION PICTURE,A STAR IS BORN,2019,25,NO
SERKIS,ANDY,CAST IN A MOTION PICTURE,BLACK PANTHER,2019,25,YES
"SHUM, JR.",HARRY,CAST IN A MOTION PICTURE,CRAZY RICH ASIANS,2019,25,NO
WASHINGTON,JOHN DAVID,CAST IN A MOTION PICTURE,BLACKKKLANSMAN,2019,25,NO
WHITAKER,FOREST,CAST IN A MOTION PICTURE,BLACK PANTHER,2019,25,YES
WRIGHT,LETITIA,CAST IN A MOTION PICTURE,BLACK PANTHER,2019,25,YES
WU,CONSTANCE,CAST IN A MOTION PICTURE,CRAZY RICH ASIANS,2019,25,NO
YEOH,MICHELLE,CAST IN A MOTION PICTURE,CRAZY RICH ASIANS,2019,25,NO
AARON,CAROLINE,ENSEMBLE IN A COMEDY SERIES,THE MARVELOUS MRS. MAISEL,2019,25,YES
ADAMS,JENNA LYNG,ENSEMBLE IN A COMEDY SERIES,THE KOMINSKY METHOD ,2019,25,NO
ARKIN,ALAN,ENSEMBLE IN A COMEDY SERIES,THE KOMINSKY METHOD ,2019,25,NO
BAKER,SARAH,ENSEMBLE IN A COMEDY SERIES,THE KOMINSKY METHOD,2019,25,NO
BARON,BRITT,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
BARRERA,SHAKIRA,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
BORSTEIN,ALEX,ENSEMBLE IN A COMEDY SERIES,THE MARVELOUS MRS. MAISEL,2019,25,YES
BRIE,ALISON,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
BRITT-GIBSON,DARRELL,ENSEMBLE IN A COMEDY SERIES,BARRY,2019,25,NO
BROSNAHAN,RACHEL,ENSEMBLE IN A COMEDY SERIES,THE MARVELOUS MRS. MAISEL,2019,25,YES
BROWN,CASEY THOMAS,ENSEMBLE IN A COMEDY SERIES,THE KOMINSKY METHOD,2019,25,NO
CARDEN,D'ARCY,ENSEMBLE IN A COMEDY SERIES,BARRY,2019,25,NO
CAREY,ANDY,ENSEMBLE IN A COMEDY SERIES,BARRY,2019,25,NO
CARRIGAN,ANTHONY,ENSEMBLE IN A COMEDY SERIES,BARRY,2019,25,NO
DAVIS,KHRIS,ENSEMBLE IN A COMEDY SERIES,ATLANTA,2019,25,NO
DOUGLAS,MICHAEL,ENSEMBLE IN A COMEDY SERIES,THE KOMINSKY METHOD,2019,25,NO
DOYLE,RIGHTOR,ENSEMBLE IN A COMEDY SERIES,BARRY,2019,25,NO
FLESHLER,GLENN,ENSEMBLE IN A COMEDY SERIES,BARRY,2019,25,NO
FURTH,ALEJANDRO,ENSEMBLE IN A COMEDY SERIES,BARRY,2019,25,NO
GATEWOOD,KIMMY,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
GILPIN,BETTY,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
GLOVER,DONALD,ENSEMBLE IN A COMEDY SERIES,ATLANTA,2019,25,NO
GOLDBERG,SARAH,ENSEMBLE IN A COMEDY SERIES,BARRY,2019,25,NO
HADER,BILL,ENSEMBLE IN A COMEDY SERIES,BARRY,2019,25,NO
HENRY,BRIAN TYREE,ENSEMBLE IN A COMEDY SERIES,ATLANTA,2019,25,NO
HINKLE,MARIN,ENSEMBLE IN A COMEDY SERIES,THE MARVELOUS MRS. MAISEL,2019,25,YES
HOWELL-BAPTISTE,KIRBY,ENSEMBLE IN A COMEDY SERIES,BARRY,2019,25,NO
JOHNSON,REBEKKA,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
LaTHROP,ASHLEIGH,ENSEMBLE IN A COMEDY SERIES,THE KOMINSKY METHOD,2019,25,NO
LEVI,ZACHARY,ENSEMBLE IN A COMEDY SERIES,THE MARVELOUS MRS. MAISEL,2019,25,YES
LOWELL,CHRIS,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
MANI,SUNITA,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
MARON,MARC,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
NASH,KATE,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
NASH,WYATT,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
NEWSOME,PAULA,ENSEMBLE IN A COMEDY SERIES,BARRY,2019,25,NO
NOEL,SYDELLE,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
OSMENT,EMILY,ENSEMBLE IN A COMEDY SERIES,THE KOMINSKY METHOD,2019,25,NO
PIRRUCCELLO,JOHN,ENSEMBLE IN A COMEDY SERIES,BARRY,2019,25,NO
POLLAK,KEVIN,ENSEMBLE IN A COMEDY SERIES,THE MARVELOUS MRS. MAISEL,2019,25, YES
QUINAZ,VICTOR,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
RANKIN,GAYLE,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
ROGERS,GRAHAM,ENSEMBLE IN A COMEDY SERIES,THE KOMINSKY METHOD,2019,25,NO
ROOT,STEPHEN,ENSEMBLE IN A COMEDY SERIES,BARRY,2019,25,NO
SALAHUDDIN,BASHIR,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
SHALHOUB,TONY,ENSEMBLE IN A COMEDY SERIES,THE MARVELOUS MRS. MAISEL,2019,25,YES
STANFIELD,LAKEITH,ENSEMBLE IN A COMEDY SERIES,ATLANTA,2019,25,NO
STEVENS,KIA,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
SULLIVAN,SUSAN,ENSEMBLE IN A COMEDY SERIES,THE KOMINSKY METHOD,2019,25,NO
TANG,MELISSA,ENSEMBLE IN A COMEDY SERIES,THE KOMINSKY METHOD,2019,25,NO
TARANTINA,BRIAN,ENSEMBLE IN A COMEDY SERIES,THE MARVELOUS MRS. MAISEL,2019,25,YES
TOHN,JACKIE,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
TRAVIS,NANCY,ENSEMBLE IN A COMEDY SERIES,THE KOMINSKY METHOD,2019,25,NO
WINKLER,HENRY,ENSEMBLE IN A COMEDY SERIES,BARRY,2019,25,NO
WONG,ELLEN,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
YOUNG,BRITNEY,ENSEMBLE IN A COMEDY SERIES,GLOW,2019,25,NO
ZEGEN,MICHAEL,ENSEMBLE IN A COMEDY SERIES,THE MARVELOUS MRS. MAISEL,2019,25,YES
ARKIN,ANTHONY,ENSEMBLE IN A DRAMA SERIES,THE AMERICANS,2019,25,NO
BAKER,ERIS,ENSEMBLE IN A DRAMA SERIES,THIS IS US,2019,25,YES
BANKS,JONATHAN,ENSEMBLE IN A DRAMA SERIES,BETTER CALL SAUL,2019,25,NO
BATEMAN,JASON,ENSEMBLE IN A DRAMA SERIES,OZARK,2019,25,NO
BLEDEL,ALEXIS,ENSEMBLE IN A DRAMA SERIES,THE HANDMAID'S TALE,2019,25,NO
BOCK,RAINER,ENSEMBLE IN A DRAMA SERIES,BETTER CALL SAUL,2019,25,NO
BREWER,MADELINE,ENSEMBLE IN A DRAMA SERIES,THE HANDMAID'S TALE,2019,25,NO
BROWN,STERLING K.,ENSEMBLE IN A DRAMA SERIES,THIS IS US,2019,25,YES
BRUGEL,AMANDA,ENSEMBLE IN A DRAMA SERIES,THE HANDMAID'S TALE,2019,25,NO
BUTLER,JASON,ENSEMBLE IN A DRAMA SERIES,OZARK,2019,25,NO
CAMPBELL,RAY,ENSEMBLE IN A DRAMA SERIES,BETTER CALL SAUL,2019,25,NO
COHEN,SCOTT,ENSEMBLE IN A DRAMA SERIES,THE AMERICANS,2019,25,NO
DIRDEN,BRANDON J.,ENSEMBLE IN A DRAMA SERIES,THE AMERICANS,2019,25,NO
DOWD,ANN,ENSEMBLE IN A DRAMA SERIES,THE HANDMAID'S TALE,2019,25,NO
EMERY,LISA,ENSEMBLE IN A DRAMA SERIES,OZARK,2019,25,NO
EMMERICH,NOAH,ENSEMBLE IN A DRAMA SERIES,THE AMERICANS,2019,25,NO
ESPOSITO,GIANCARLO,ENSEMBLE IN A DRAMA SERIES,BETTER CALL SAUL,2019,25,NO
FAGBENLE,O-T,ENSEMBLE IN A DRAMA SERIES,THE HANDMAID'S TALE,2019,25,NO
FIENNES,JOSEPH,ENSEMBLE IN A DRAMA SERIES,THE HANDMAID'S TALE,2019,25,NO
FITCH,NILES,ENSEMBLE IN A DRAMA SERIES,THIS IS US,2019,25,YES
GAERTNER,SKYLAR,ENSEMBLE IN A DRAMA SERIES,OZARK,2019,25,NO
GARNER,JULIA,ENSEMBLE IN A DRAMA SERIES,OZARK,2019,25,NO
GOLDSTEIN,DARREN,ENSEMBLE IN A DRAMA SERIES,OZARK,2019,25,NO
HANCSICSAK,MACKENZIE,ENSEMBLE IN A DRAMA SERIES,THIS IS US,2019,25,YES
HARTLEY,JUSTIN,ENSEMBLE IN A DRAMA SERIES,THIS IS US,2019,25,YES
HERMAN,FAITHE,ENSEMBLE IN A DRAMA SERIES,THIS IS US,2019,25,YES
HOLDEN,LAURIE,ENSEMBLE IN A DRAMA SERIES,THE AMERICANS,2019,25,NO
HOLMES,CARSON,ENSEMBLE IN A DRAMA SERIES,OZARK,2019,25,NO
HUBLITZ,SOFIA,ENSEMBLE IN A DRAMA SERIES,OZARK,2019,25,NO
HUERTAS,JON,ENSEMBLE IN A DRAMA SERIES,THIS IS US,2019,25,YES
KIRI,NINA,ENSEMBLE IN A DRAMA SERIES,THE HANDMAID'S TALE,2019,25,NO
LIBURD,MELANIE,ENSEMBLE IN A DRAMA SERIES,THIS IS US,2019,25,YES
LINNEY,LAURA,ENSEMBLE IN A DRAMA SERIES,OZARK,2019,25,NO
LONG,TREVOR,ENSEMBLE IN A DRAMA SERIES,OZARK,2019,25,NO
MANDO,MICHAEL,ENSEMBLE IN A DRAMA SERIES,BETTER CALL SAUL,2019,25,NO
MARTINDALE,MARGO,ENSEMBLE IN A DRAMA SERIES,THE AMERICANS,2019,25,NO
MCTEER,JANET,ENSEMBLE IN A DRAMA SERIES,OZARK,2019,25,NO
METZ,CHRISSY,ENSEMBLE IN A DRAMA SERIES,THIS IS US,2019,25,YES
MINGHELLA,MAX,ENSEMBLE IN A DRAMA SERIES,THE HANDMAID'S TALE,2019,25,NO
MOORE,MANDY,ENSEMBLE IN A DRAMA SERIES,THIS IS US,2019,25,YES
MOSS,ELISABETH,ENSEMBLE IN A DRAMA SERIES,THE HANDMAID'S TALE,2019,25,NO
MULLAN,PETER,ENSEMBLE IN A DRAMA SERIES,OZARK,2019,25,NO
ODENKIRK,BOB,ENSEMBLE IN A DRAMA SERIES,BETTER CALL SAUL,2019,25,NO
RHYS,MATTHEW,ENSEMBLE IN A DRAMA SERIES,THE AMERICANS,2019,25,NO
RONIN,COSTA,ENSEMBLE IN A DRAMA SERIES,THE AMERICANS,2019,25,NO
ROSS,LYRIC,ENSEMBLE IN A DRAMA SERIES,THIS IS US,2019,25,YES
RUSSELL,KERI,ENSEMBLE IN A DRAMA SERIES,THE AMERICANS,2019,25,NO
SEEHORN,RHEA,ENSEMBLE IN A DRAMA SERIES,BETTER CALL SAUL,2019,25, NO
SELLATI,KEIDRICH,ENSEMBLE IN A DRAMA SERIES,THE AMERICANS,2019,25,NO
SHOR,MIRIAM,ENSEMBLE IN A DRAMA SERIES,THE AMERICANS,2019,25,NO
SPIRO,JORDANA,ENSEMBLE IN A DRAMA SERIES,OZARK,2019,25,NO
STRAHOVSKI,YVONNE,ENSEMBLE IN A DRAMA SERIES,THE HANDMAID'S TALE,2019,25,NO
SULLIVAN,CHRIS,ENSEMBLE IN A DRAMA SERIES,THIS IS US,2019,25,YES
SWEENEY,SYDNEY,ENSEMBLE IN A DRAMA SERIES,THE HANDMAID'S TALE,2019,25,NO
TAHAN,CHARLIE,ENSEMBLE IN A DRAMA SERIES,OZARK,2019,25,NO
TAYLOR,HOLLY,ENSEMBLE IN A DRAMA SERIES,THE AMERICANS,2019,25,NO
TREVEILER,ROBERT,ENSEMBLE IN A DRAMA SERIES,OZARK,2019,25,NO
VENTIMIGLIA,MILO,ENSEMBLE IN A DRAMA SERIES,THIS IS US,2019,25,YES
WATSON,BAHIA,ENSEMBLE IN A DRAMA SERIES,THE HANDMAID'S TALE,2019,25,NO
WATSON,SUSAN KELECHI,ENSEMBLE IN A DRAMA SERIES,THIS IS US,2019,25,YES
YULIN,HARRIS,ENSEMBLE IN A DRAMA SERIES,OZARK,2019,25,NO
ZEILE,HANNAH,ENSEMBLE IN A DRAMA SERIES,THIS IS US,2019,25,YES
BORSTEIN,ALEX,FEMALE IN A COMEDY SERIES,THE MARVELOUS MRS. MAISEL,2019,25,NO
BRIE,ALISON,FEMALE IN A COMEDY SERIES,GLOW,2019,25,NO
BROSNAHAN,RACHEL,FEMALE IN A COMEDY SERIES,THE MARVELOUS MRS. MAISEL,2019,25,YES
FONDA,JANE,FEMALE IN A COMEDY SERIES,GRACE AND FRANKIE,2019,25,NO
TOMLIN,LILY,FEMALE IN A COMEDY SERIES,GRACE AND FRANKIE,2019,25,NO
GARNER,JULIA,FEMALE IN A DRAMA SERIES,OZARK,2019,25,NO
LINNEY,LAURA,FEMALE IN A DRAMA SERIES,OZARK,2019,25,NO
MOSS,ELISABETH,FEMALE IN A DRAMA SERIES,THE HANDMAID'S TALE,2019,25,NO
OH,SANDRA,FEMALE IN A DRAMA SERIES,KILLING EVE,2019,25,YES
WRIGHT,ROBIN,FEMALE IN A DRAMA SERIES,HOUSE OF CARDS,2019,25,NO
BLUNT,EMILY,FEMALE LEAD IN A MOTION PICTURE,MARY POPPINS RETURNS,2019,25,NO
CLOSE,GLENN,FEMALE LEAD IN A MOTION PICTURE,THE WIFE,2019,25,YES
COLMAN,OLIVIA,FEMALE LEAD IN A MOTION PICTURE,THE FAVOURITE,2019,25,NO
GAGA,LADY,FEMALE LEAD IN A MOTION PICTURE,A STAR IS BORN ,2019,25,NO
MCCARTHY,MELISSA,FEMALE LEAD IN A MOTION PICTURE,CAN YOU EVER FORGIVE ME?,2019,25,NO
ADAMS,AMY,FEMALE SUPPORT IN A MOTION PICTURE,VICE,2019,25,NO
BLUNT,EMILY,FEMALE SUPPORT IN A MOTION PICTURE,A QUIET PLACE,2019,25,YES
ROBBIE,MARGOT,FEMALE SUPPORT IN A MOTION PICTURE,MARY QUEEN OF SCOTS,2019,25,NO
STONE,EMMA,FEMALE SUPPORT IN A MOTION PICTURE,THE FAVOURITE,2019,25,NO
WEISZ,RACHEL,FEMALE SUPPORT IN A MOTION PICTURE,THE FAVOURITE,2019,25,NO
ADAMS,AMY,FEMALE TV MOVIE OR MINISERIES,SHARP OBJECTS,2019,25,NO
ARQUETTE,PATRICIA,FEMALE TV MOVIE OR MINISERIES,ESCAPE AT DANNEMORA,2019,25,YES
CLARKSON,PATRICIA,FEMALE TV MOVIE OR MINISERIES,SHARP OBJECTS,2019,25,NO
CRUZ,PENÉLOPE,FEMALE TV MOVIE OR MINISERIES,THE ASSASSINATION OF GIANNI VERSACE: AMERICAN CRIME STORY,2019,25,NO
STONE,EMMA,FEMALE TV MOVIE OR MINISERIES,MANIAC,2019,25,NO
ARKIN,ALAN,MALE IN A COMEDY SERIES,THE KOMINSKY METHOD ,2019,25,NO
DOUGLAS,MICHAEL,MALE IN A COMEDY SERIES,THE KOMINSKY METHOD,2019,25,NO
HADER,BILL,MALE IN A COMEDY SERIES,BARRY,2019,25,NO
SHALHOUB,TONY,MALE IN A COMEDY SERIES,THE MARVELOUS MRS. MAISEL,2019,25,YES
WINKLER,HENRY,MALE IN A COMEDY SERIES,BARRY,2019,25,NO
BATEMAN,JASON,MALE IN A DRAMA SERIES,OZARK,2019,25,YES
BROWN,STERLING K.,MALE IN A DRAMA SERIES,THIS IS US,2019,25,NO
FIENNES,JOSEPH,MALE IN A DRAMA SERIES,THE HANDMAID'S TALE,2019,25,NO
KRASINSKI,JOHN,MALE IN A DRAMA SERIES,TOM CLANCY'S JACK RYAN,2019,25,NO
ODENKIRK,BOB,MALE IN A DRAMA SERIES,BETTER CALL SAUL,2019,25,NO
BALE,CHRISTIAN,MALE LEAD IN A MOTION PICTURE,VICE,2019,25,NO
COOPER,BRADLEY,MALE LEAD IN A MOTION PICTURE,A STAR IS BORN ,2019,25,NO
MALEK,RAMI,MALE LEAD IN A MOTION PICTURE,BOHEMIAN RHAPSODY,2019,25,YES
MORTENSEN,VIGGO,MALE LEAD IN A MOTION PICTURE,GREEN BOOK,2019,25,NO
WASHINGTON,JOHN DAVID,MALE LEAD IN A MOTION PICTURE,BLACKKKLANSMAN,2019,25,NO
ALI,MAHERSHALA,MALE SUPPORT IN A MOTION PICTURE ,GREEN BOOK,2019,25,YES
CHALAMET,TIMOTHÉE,MALE SUPPORT IN A MOTION PICTURE ,BEAUTIFUL BOY ,2019,25,NO
DRIVER,ADAM,MALE SUPPORT IN A MOTION PICTURE ,BLACKKKLANSMAN,2019,25,NO
ELLIOTT,SAM,MALE SUPPORT IN A MOTION PICTURE ,A STAR IS BORN,2019,25,NO
GRANT,RICHARD E.,MALE SUPPORT IN A MOTION PICTURE ,CAN YOU EVER FORGIVE ME?,2019,25,NO
BANDERAS,ANTONIO,MALE TV MOVIE OR MINISERIES,GENIUS: PICASSO,2019,25,NO
CRISS,DARREN,MALE TV MOVIE OR MINISERIES,THE ASSASSINATION OF GIANNI VERSACE: AMERICAN CRIME STORY,2019,25,YES
GRANT,HUGH,MALE TV MOVIE OR MINISERIES,A VERY ENGLISH SCANDAL,2019,25,NO
HOPKINS,ANTHONY,MALE TV MOVIE OR MINISERIES,KING LEAR,2019,25,NO
PULLMAN,BILL,MALE TV MOVIE OR MINISERIES,THE SINNER,2019,25,NO
DE NIRO,ROBERT,LIFE ACHIEVEMENT AWARD,N/A,2019,26,YES
ALLEN,ALFIE,CAST IN A MOTION PICTURE,JOJO RABBIT,2020,26,NO
BRITTON,CONNIE,CAST IN A MOTION PICTURE,BOMBSHELL,2020,26,NO
BUTLER,AUSTIN,CAST IN A MOTION PICTURE,ONCE UPON A TIME…IN HOLLYWOOD,2020,26,NO
BUTTERS,JULIA,CAST IN A MOTION PICTURE,ONCE UPON A TIME…IN HOLLYWOOD,2020,26,NO
CANNAVALE,BOBBY,CAST IN A MOTION PICTURE,THE IRISHMAN,2020,26,NO
CHANG,HYAE JIN,CAST IN A MOTION PICTURE,PARASITE,2020,26,YES
CHO,YEO JEONG,CAST IN A MOTION PICTURE,PARASITE,2020,26,YES
CHOI,WOO SHIK,CAST IN A MOTION PICTURE,PARASITE,2020,26,YES
DAVIS,ROMAN GRIFFIN,CAST IN A MOTION PICTURE,JOJO RABBIT,2020,26,NO
DE NIRO,ROBERT,CAST IN A MOTION PICTURE,THE IRISHMAN,2020,26,NO
DERN,BRUCE,CAST IN A MOTION PICTURE,ONCE UPON A TIME…IN HOLLYWOOD,2020,26,NO
DICAPRIO,LEONARDO,CAST IN A MOTION PICTURE,ONCE UPON A TIME…IN HOLLYWOOD,2020,26,NO
FANNING,DAKOTA,CAST IN A MOTION PICTURE,ONCE UPON A TIME…IN HOLLYWOOD,2020,26,NO
GRAHAM,STEPHEN,CAST IN A MOTION PICTURE,THE IRISHMAN,2020,26,NO
HIRSCH,EMILE,CAST IN A MOTION PICTURE,ONCE UPON A TIME…IN HOLLYWOOD,2020,26,NO
JANNEY,ALLISON,CAST IN A MOTION PICTURE,BOMBSHELL,2020,26,NO
JOHANSSON,SCARLETT,CAST IN A MOTION PICTURE,JOJO RABBIT,2020,26,NO
JUNG,HYEON JUN,CAST IN A MOTION PICTURE,PARASITE,2020,26,YES
JUNG,ZISO,CAST IN A MOTION PICTURE,PARASITE,2020,26,YES
KEITEL,HARVEY,CAST IN A MOTION PICTURE,THE IRISHMAN,2020,26,NO
KIDMAN,NICOLE,CAST IN A MOTION PICTURE,BOMBSHELL,2020,26,NO
LEE,JUNG EUN,CAST IN A MOTION PICTURE,PARASITE,2020,26,YES
LEE,SUN KYUN,CAST IN A MOTION PICTURE,PARASITE,2020,26,YES
LEWIS,DAMIAN,CAST IN A MOTION PICTURE,ONCE UPON A TIME…IN HOLLYWOOD,2020,26,NO
LITHGOW,JOHN,CAST IN A MOTION PICTURE,BOMBSHELL,2020,26,NO
MCCDOWELL,MALCOM,CAST IN A MOTION PICTURE,BOMBSHELL,2020,26,NO
McKENZIE,THOMASIN,CAST IN A MOTION PICTURE,JOJO RABBIT,2020,26,NO
MCKINNON,KATE,CAST IN A MOTION PICTURE,BOMBSHELL,2020,26,NO
MERCHANT,STEPHEN,CAST IN A MOTION PICTURE,JOJO RABBIT,2020,26,NO
MOH,MIKE,CAST IN A MOTION PICTURE,ONCE UPON A TIME…IN HOLLYWOOD,2020,26,NO
OLYPHANT,TIMOTHY,CAST IN A MOTION PICTURE,ONCE UPON A TIME…IN HOLLYWOOD,2020,26,NO
PACINO,AL,CAST IN A MOTION PICTURE,ONCE UPON A TIME…IN HOLLYWOOD,2020,26,NO
PACINO,AL,CAST IN A MOTION PICTURE,THE IRISHMAN,2020,26,NO
PAQUIN,ANNA,CAST IN A MOTION PICTURE,THE IRISHMAN,2020,26,NO
PARK,MYUNG HOON,CAST IN A MOTION PICTURE,PARASITE,2020,26,YES
PARK,SO DAM,CAST IN A MOTION PICTURE,PARASITE,2020,26,YES
PERRY,LUKE,CAST IN A MOTION PICTURE,ONCE UPON A TIME…IN HOLLYWOOD,2020,26,NO
PESCI,JOE,CAST IN A MOTION PICTURE,THE IRISHMAN,2020,26,NO
PITT,BRAD,CAST IN A MOTION PICTURE,ONCE UPON A TIME…IN HOLLYWOOD,2020,26,NO
QUALLEY,MARGARET,CAST IN A MOTION PICTURE,ONCE UPON A TIME…IN HOLLYWOOD,2020,26,NO
ROBBIE,MARGOT,CAST IN A MOTION PICTURE,BOMBSHELL,2020,26,NO
ROBBIE,MARGOT,CAST IN A MOTION PICTURE,ONCE UPON A TIME…IN HOLLYWOOD,2020,26,NO
ROCKWELL,SAM,CAST IN A MOTION PICTURE,JOJO RABBIT,2020,26,NO
ROMANO,RAY,CAST IN A MOTION PICTURE,THE IRISHMAN,2020,26,NO
SONG,KANG HO,CAST IN A MOTION PICTURE,PARASITE,2020,26,YES
THERON,CHARLIZE,CAST IN A MOTION PICTURE,BOMBSHELL,2020,26,NO
WAITITI,TAIKA,CAST IN A MOTION PICTURE,JOJO RABBIT,2020,26,NO
WILSON,REBEL,CAST IN A MOTION PICTURE,JOJO RABBIT,2020,26,NO
AARON,CAROLINE,ENSEMBLE IN A COMEDY SERIES,THE MARVELOUS MRS. MAISEL,2020,26,YES
ADAMS,JENNA LYNG,ENSEMBLE IN A COMEDY SERIES,THE KOMINSKY METHOD ,2020,26,NO
ARKIN,ALAN,ENSEMBLE IN A COMEDY SERIES,THE KOMINSKY METHOD ,2020,26,NO
BAKER,SARAH,ENSEMBLE IN A COMEDY SERIES,THE KOMINSKY METHOD,2020,26,NO
BOGOLYUBOV,NIKITA,ENSEMBLE IN A COMEDY SERIES,BARRY,2020,26,NO
BORSTEIN,ALEX,ENSEMBLE IN A COMEDY SERIES,THE MARVELOUS MRS. MAISEL,2020,26,YES
BRITT-GIBSON,DARRELL,ENSEMBLE IN A COMEDY SERIES,BARRY,2020,26,NO
BROSNAHAN,RACHEL,ENSEMBLE IN A COMEDY SERIES,THE MARVELOUS MRS. MAISEL,2020,26,YES
BROWN,CASEY THOMAS,ENSEMBLE IN A COMEDY SERIES,THE KOMINSKY METHOD,2020,26,NO
CARDEN,D'ARCY,ENSEMBLE IN A COMEDY SERIES,BARRY,2020,26,NO
CAREY,ANDY,ENSEMBLE IN A COMEDY SERIES,BARRY,2020,26,NO
CARRIGAN,ANTHONY,ENSEMBLE IN A COMEDY SERIES,BARRY,2020,26,NO
CAYLACK,TROY,ENSEMBLE IN A COMEDY SERIES,BARRY,2020,26,NO
CLIFFORD,SIAN,ENSEMBLE IN A COMEDY SERIES,FLEABAG,2020,26,NO
COLMAN,OLIVIA,ENSEMBLE IN A COMEDY SERIES,FLEABAG,2020,26,NO
DOUGLAS,MICHAEL,ENSEMBLE IN A COMEDY SERIES,THE KOMINSKY METHOD,2020,26,NO
DOYLE,RIGHTOR,ENSEMBLE IN A COMEDY SERIES,BARRY,2020,26,NO
EDELSTEIN,LISA,ENSEMBLE IN A COMEDY SERIES,THE KOMINSKY METHOD,2020,26,NO
ELLIOTT,CHRIS,ENSEMBLE IN A COMEDY SERIES,SCHITT'S CREEK,2020,26,NO
FA'ASUA,PATRICIA,ENSEMBLE IN A COMEDY SERIES,BARRY,2020,26,NO
FURTH,ALEJANDRO,ENSEMBLE IN A COMEDY SERIES,BARRY,2020,26,NO
GELMAN,BRETT,ENSEMBLE IN A COMEDY SERIES,FLEABAG,2020,26,NO
GOLDBERG,SARAH,ENSEMBLE IN A COMEDY SERIES,BARRY,2020,26,NO
GRACER,NICK,ENSEMBLE IN A COMEDY SERIES,BARRY,2020,26,NO
HADER,BILL,ENSEMBLE IN A COMEDY SERIES,BARRY,2020,26,NO
